,tweets_text_processed
779,day of is happening nowwhich tracks will you be tuning in to today
780,nice to see is changing their licensing for esb to include instant clones and dem in standard amp advanced suites this will not only help a smooth transition to horizon but also better management of windows for
781,i am living it right i am living it wrong day two has started in emea thank you join us for sessions insights and fun
782, rt  thank you for watching it will play again at pm et
783,the pandemic highlighted the deficiencies that spanish companies had in the field of  says  general director of  during the celebration of the vmworld2020 
784,day of following both the us amp eu sessions yoga doesnt cut it i need coffee
785,how do you take a set of new servers and turn them into a fully functional environment in less than minutes with the entire selfservice workflow driven through watch our demo with to find out 
786,hey vmworlderhave you taken advantage of everything has to offerdo not stop exploring these sections vmware hands on labs demo zone sponsor demo zone cloud city entertainment area vmworld challenge vmworld2020
787,umm looks like has gone retro
788,dimi next time i brew a virtual cloud network beer for you ill try to make it shakeproof
789,the second day of kicked off with run
790,with arrow via
791,you amp me amp vmware any app any cloud any device
792,as a global vmware authorized training center hpe offers training on the complete vmware portfolio available anytime anywhere to bring you up to speed on the latest and greatest join to find out more
793,very excited to see that in action  take a look secemea
794,have you stopped by the entertainment zone at a virtual conference that still includes the fun stuff check out the entertainment zone for magic art music comedy and more
795,a virtual conference that still includes the fun stuff check out the entertainment zone for magic art music comedy and more
796,pat gelsinger vmware ceo says security is now a billion dollar plus business for the company
797,have questions about the new strategic partnership between vmworld and nvidia join this session to ask vmware and nvidia leaders questions about this gamechanging announcement
798,field cto gave me a very clear overview of the most important multicloud announcements on vmworld2020check the video below and minutes you are completely coming
799, is so much more
800,vmware introduces new associatelevel vcta certifications
801,announced at  and to enable nextgen hybrid cloud architecture and bring ai to every enterpriselearn more about the partnership
802,take advantage of everything has to offer dont miss this opportunity
803,as part of vmworld2020 it leaders discussed from which the company should consist of a digital base to adapt under conditions of sharp changesread more about digital culture in our blog innovation digitalization
804,
805,
806,
807,check out service mesh session from  integrating with partner solutions like to drive deeper security
808,loved ingos session  drop into a follow up session or a live qampa its just like chatting with the speaker after a great breakout  but virtual go to amp select talk with a netapp session speaker
809,day
810,join and myself in our breakout session architecting oracle workloads on oracle cloud vmware solution hcp1106 to hear more about running your workloads on oracle cloud vmware solution
811,all announcements for from
812,here is an update of the vmworld2020
813,have you taken advantage of everything has to offer make sure to check out vmwarehol demo zone sponsor demo zone cloud city entertainment zone vmworld challenge
814,nvidia and vmwares big new ai deal what you need to know
815,tanzu developers and security are key elements in the long game for vmware via
816,awesome station set up thats the best part of virtuality even pets can dance to the beatslove vmworld
817,the uber eats voucher has been given to the vmug leader i got ramen with that voucher i am very happy this year i got a voucher of uber eats instead of leader lunch so i used the first ubereats vmworld2020
818,vmware annonce lacquisition de
819,all businesses work with vendors but a true partnership can deliver more mutual value than just providing services or products
820,im listening to android while moving vmworld2020 but if you look at it the reaction of the button is bad and tapped even if it tapsi cant filter in the catalog im going to screen but not well reflectedeven if streaming is played back the screen can not be maximal it can not be seen unless it is fixed when it is fixed and fixed
821,
822,looking forward to next year
823,for the exact reason i take my customers offsite to get focus time i have not attended one second yet
824,some great announcements
825,tomorrow is the last day of  dont miss our empower secure remote workers exclusive ondemand session for a chance to win a yeti hopper flip soft cooler
826,one of our favorite parts of are the demos if youre looking for more  join us on oct for our world tour with  claim your vip pass to get a behind the scenes look at the latest in 
827,great keynote presentation good job all presenters at
828,watch me amp my fellow solution architect vivek sarathy at discussing benefits intel ssds in vsan cache tier in our own intel factory automation use cases is virtual and free this year sign up soon 
829,using my headphones to listen to and chat with members in the vmug lounge
830,i got a vmworld virtual certification pin
831,from ai to building a better and more resilient future his thoughts 
832,really enjoying many of the fireside chats with leaders amp executives around the globe some really great stories and profound insights being shared some of this stuff has nothing to do with it more so mindset and im really liking that
833,already registered for  click here to watch ciscos empower secure remote workers boost your business resiliency session ondemand session you could win a yeti hopper flip soft cooler
834,and thus ends on day of an event that will be in history vmworld2020once again we showed that  it is possible even if it is  digital and remotealways availabletotal thanks
835,i loved this one here anyway vmworld2020 hcp1830
836,a todo vapor no  and shweta jain on fire
837,theres still time to nerd out on technology as part of  and if you want to dig into and how it integrates with including some fun with custom metrics and distributed tracing check out 
838,tomorrow oct is the last day of  we hope youll join amp see how were connecting securing amp automating operations for business of all sizes to make them resilient
839,were thrilled to announce that nvidias connectx6 dx has won the networking and security best of vmworld and best of show best of vmworld  learn more about connectx6 dx here
840,judges choice disruptive technology for memory innovation intel optane technology persistent memory vmware
841,virtual reality in vspherewhy not shows you how in etpd1043 that session
842,great session very inspiring really enjoyed learning about  wear masks  this should never happen again software driven cell biology
843,that moment when you find all the answers you need are just click away
844,it was such a pleasure to hear your insights and vision  seems to be a great success
845,takes the center stage in this brave new world and is one of the leaders in this domain
846,is so far the best way for customers to drive a cloud strategy image now you can have on top a cloud customer success team taking care of it and your business goals
847,not going to sit through hours of min long videos i got more important thing to do like trimming my basil plant  watch youtube in fix schedule
848,awesome mini concert during our youngest was really digging it that he grabbed head phones to mimic a djgreat tunes enjoyed it thoroughly thank you
849,thanks to our amazing customers and partners hpe nimble storage was named a best of vmworld award winner in the virtualization and cloud infrastructure category by
850,learn how supports admins with an intuitive canvas ui for deploying apps profiles and more to their entire fleet of devicesthis makes task sequencing so s
851,thank you so much for presenting to the world was a bucket list of mine for ten years
852,all the talk has reminded me of the vmworld party in barcelona
853,thanks   and for your analysis as tanzu strategy hits a key milestone with the ga of during
854,
855,one of the changes in business that left health contingency is that now organizations should measure their ability to adapt to change in days hours or even minutescomplete not vmworld2020 
856,well amp is pretty cool but seems the missing piece for network mobilitycutover is missing any session that covers this but
857,vmworld2020 vmware cloud foundation is the simplest road to the hybrid pile integrated automated administrationintegral source 
858,wow cannot believe we are in day  this link will provide a one stop shop for all announcements in case you missed anything whilst building your networks handling labs or deep diving on multicloud life
859,lori beer will share your perspective on how to manage a pandemic transform a business with technology in the company and inclusive strategies for talentconcrate vmworld2020  anaranas1
860,acquaint yourself with cloud partner navigator look out for new updates on vmware cloud director and be future ready with more modern apps and devops many more from  read article here
861,thank you happy to hear you guys enjoyed the virtual performance
862,be a good human
863,
864,a brand is subjective
865, thanks for sharing and showing one of your tricks during  of
866,hpe nimble storage dhci wins a best of vmworld  award so proud to be part of this team
867,whats next for  find out at 
868,dont miss knows and continuous  come watch the video with and caroline seymour as she explains the companys technology and offers a view into their solution
869,time tricky in week after and last but will try  online events are too much like the no50 bus to digbeth at the moment
870,vmware ceo pat gelsingers biggest statements at vmworld
871,entertainment zone
872,very good insight on nsxt logical routing evpn and vrf vcnc1264
873,at the end of the day  infrastructure is hard to throwdown
874,if only all video calls had these what has been your favorite part of this years show
875,can we start calling just work what should employers do as their employees adjust to fully remote workflows
876,i love this
877,vmworld2020  of companies prefer as orchestrator
878,a great session from that i would recommend to all vi admins out there
879,did you know that most enterprises already own the infrastructure needed to gain gt2x the performance at scale in an existing vmware fibre channel environment it only takes a nondisruptive software update to make it happen
880,
881,how do you take a set of blank out of the box and turn them into a fully functional environment in less than minutes watch the demo to find out
882,as is solving the problem of consolidating hyperdistributed network data with their offering kognos is partnering to identify the subtlest of attacker behavior across a distributed environment to trace complete attack campaigns in realtime
883,learn more about the upcoming esxi arm edition fling in our demo both click chat to ask us questions
884,vmworld2020 there are main use cases for cloud on aws depending on the needs of your businessmeet more 
885,could not be more true
886,me trying to play along with and his incredibly blues piano riffs during his virtual concert from home
887,my head is spinning from all the coolness ive seenwait why is my next session 30 cet
888,thank you to the  people that attended our session
889,how do you create a consistently functional remote work environment when faced with inconsistent home internet connections that your employees are using
890,these are amazing and my kids were memorized watching you paint thank you for sharing your talent
891,reasons why you have a job vdi sht lol
892,the distributed enterprise challenge the increase use in private and public clouds means there is in increase in surface needing to be protected that is not observable on corporate networks
893,watch and learn as sanjay jagad of  a provider of systems with advanced s3 compatibility gives a demo of their solution and talks about their partnership with 
894,offers the next generation of innovation of virtual cloud network to connect and protect multidistributed cloud companies today vmworld2020
895,detection challenge too little context as is solving the problem of too many data siloes with their offering kognos is partnering to provide the complete context of attack narratives capturing every step an attacker makes in your environment
896,crazy day last session for me now sleep five hours and go to the second day fortunately there are breaks between sessions to even do meditation
897,migrate nsxv to nsxt
898,listening to on numa the technical depth and explanations  awesome nerd food
899,isnt every year the year of vdi for  also great session
900,i am hanging out in the chat with others from  available to answer all of your questions around training and examscertifications use the chat in any edu session
901,the joy of painting without and also without the at
902,nearly vmware customers worldwide rely on veeam availability solutions to protect their virtualized and softwaredefined infrastructure across private and public clouds
903,sponsor demo zone at  i am visiting sponsored session winning the war on ransomware with veeam hci1935s tomorrow thursday oct there will be two passes
904,amazing guest john legend
905,
906,thanks that was awesome and delicious
907,
908,sponsor demo zone at i am visiting with more than members worldwide vmug is the largest organization for vmware users membership is free
909,grilling in weather watching  and prepping for my interviews tomorrow all at the same time
910,we are doing a giveaway for  visit ovhclouds sponsor demo zone and learn how you can win a free ipad be sure to check out our breakout session and learn more about ovhcloud
911,thats why we announced a strategic alliance with to democratize the and that is within reach of any company be of medical research retail banking telcos financial services among others vmworld2020
912,the data is the fuel of the next generation services and how to extract those keys is with  however these applications are not available to all companies its adoption does not go from  to  vmworld2020
913,catching up with  change begins at the end of your comfort zone my take journey with  learning all about the benefits of hardwired pc connected vr headsets vgpu scheduling and motion to photon latency
914,the finals the final oooooh whos gonna be da champ of odyssey signup for and watch at pm pt today
915,cant get enough of that ui check out the vrai vsan optimization demo by 
916,vmworld2020 undoubtedly we require organizations that adapt iply you can still register transformationdigital
917,vmworld2020 at the center of this strategy are business apps and data to boost your business at uncertaintykey elements1modernization of apps2apps current3cartera of multiple clouds4 digital work5based virtual cloud
918,and thats day of competemain take away is intrinsic security which should be at the heart of any vmware deploymentalong with that carbon blackbut the most interesting thing is project monterey smart nics and dpus which i want to find out more about
919,industry executives recap join us this friday
920,they are still in time to register le leave the log link vmworld2020
921,between all the sessions i had a great course today about integration with  awesome sauce
922,you are too expensive but i like the product and it just works has been true for almost two decades
923,
924,kognos investigates complete attacker activity and locates where bad actors are moving across all of telemetry sources solving the investigation challenge
925,the investigation challenge not about looking at alerts but looking at activities security teams need to find exactly where the suspicious activity is located and how they got there
926,moment of fame during 
927,my profs got the cutest excuse to get us to come to the class named teddy hes quite literally the best data therapy dog in the world as he practically lives within her database systems lab we think he might be our cs dep mascot too
928,i know this is a little bit cheesy but i really appreciate that we dont just make software herewe also think about the big picture societal issues  
929,at the beginning of the session i thought to myself where is the intro of the podcast
930,the key challenges organizations face according to amp talking about intrinsic security strategy detection challenge investigation challenge incident response challenge time challenge amp the distributed enterprise challenge
931,turns out i have a little friend to keep me company at
932,congratulations bryan i always say that is an engineering driven company if you are part of mts you are the kingqueen this is huge now go celebrate
933,the throwdowns keep it  minutes hard questions
934,i am still mindblown which huge opportunities this disruptive redesign offers
935,have you seen our ondemand session at yet check it out here
936,just announced winners from 
937,busy day today trying to get some time focused on day of vmwares  follow me at for next curves on this and many other events that we cover in our research
938,proud that i am there vmworld2020
939,working on this one for months just for the
940,really enjoying the 25min sessions this year with built in breaks helps to reduce videozoom fatigue
941,overview announcements
942,already one of sessions amp having a laid back conversation discussing some super relevant and current topics can we make this session reoccurring 10
943,virtual roundtables are tough especially the first time and with a new whiteboarding app i hope the folks that came out to enjoyed the discussions and learned something new today thanks for coming
944,we will be live tweeting the xdr edr how vmwares integrations reshape protecting your assets in minutes follow our thread to learn how we leverage our partnership and integration to provide realtime visibility into complete attack campaigns
945,checking out the top ten
946,you missed the first day of vmworld2020  i recommend you look at an abstract by and of 
947,to and for a very fun was amazing and his were epic
948,did you miss something about the vmworld2020 day1look at it here
949,decision decision or more
950,have you been keeping up with our vmworld speaker lineup learn from industry thought leaders to accelerate your success in a fastchanging environment
951,check out the aws demo zone and our ondemand sessions at by experts and our customer west windsor plainsboro regional school district
952,awesome day at so many amazing sessions if you feel so inclined you could even watch mine if you like and that is
953,and teamwork book recommendations via the five dysfunctions fo a team by and the speed of trust by
954,how great are the sessions with  the best of this year
955,offers the next generation of innovation of virtual cloud network to connect and protect multipleday cloud companies today vmworld2020 
956,already registered for  click here to watch ciscos empower secure remote workers boost your business resiliency session ondemand session you could win a yeti hopper flip soft cooler
957,get your hands on the latest infrastructure with our infrastructure ar app explore the latest features or configure your own without leaving home start here
958,last chance to register join our live qampa with poker pro to get expert advice on winning big rsvp now
959,check out everything that is coming to windows management with
960,with so much change in  staying relevant in your career is even more challenging understanding your transferable skills can help has a great session ondemand on this topic session etpd2429
961,get started on vmware tanzu in thirty minutes with me and selva on our vmworld session
962,evening
963,together with van i discuss some of the announcements  amp releasedfeatures from vmworld2020 you can view our first video online nowstay tuned for more 
964,hpe and drastically simplify vsan ready node implementation
965,hope to see you all in minutes for the cto in the hot seat session where ill be joined by to ask me your tough questions
966,great conversion with on the future role and skills of the vdi admin happening now  session octo3019s recommend checking out part amp part
967,take the handson lab during to learn firsthand how skyline can help keep you out of harms way
968,loved seeing the new session at today saturating gbe links
969,check out hands on lab at
970,wow what a great post on all the new features of vmcaws by  hardware storage dr automation all of my aws customers are interested inusing vmcaws
971,how to adapt to the future that already reached us transformationdigital vmworld2020 undoubtedly we require organizations that fit iently you can still register 
972,i just vrealized i have a right foot
973,check out announcements for in one place
974,sign up vmworld2020september  oct multi platforms clouds that give security and improve experiences through the transformational  and supports the design and development of flexible organizations
975, the organizations that were already in a digitization process took the lead during health contingency  have been in different sectors including companies and governments  vmworld2020 
976,my to you from 
977,after last nights debate  im really looking forward to the breaks 
978,expands tanzus portfolio and collaborations to accelerate the modernization efforts of infrastructure and customer applications vmworld2020 
979,this is huge
980,watching  a deeper look at the kubernetes cluster api loving it 
981,cant miss data manager session at  gt simplify  gt automate  gt improve vm backup
982,one of the changes in the left by the health contingency is that now organizations must measure their ability to adapt to change in days hours or even minutestopics vmworld2020via 
983,the will start pm est  after soccer practice coaching takes priority over drinking sadly
984,time is running out if you want to make your mark on  lets get those submitted so they can be included in the official non official photo
985,vmworld2020 enlisting for involves looking at the human side of workers experienceyou need platforms to guarantee experience and securityplates of multiple clouds and various applications are the basis of the transformational 
986, people in latin america were recorded to participate in vmworld2020 
987,who will buy next if i really answered that id have to shoot you ceo said during an exec qampa at  but he did drop a few hints
988,we are doing a giveaway for  visit ovhclouds sponsor demo zone and learn how you can win a free ipad be sure to check out our breakout session and learn more about ovhcloud
989,how have you lived this first day of  now its time to take a breakin our entertainment area you will find different options such as painting magic juggling pd they say that yoda is waiting for you vmworld2020
990,vmworld2020 the novelties of to be prepared for the future
991,vmworld day is today join us online for hours of nonstop innovation its your last chance to register and you dont want to miss out
992,just because we can doesnt mean we should  project monterey a solution looking for a problem
993,hmm project monterey intel smartnic here we go bare metal containers
994,in the future of work the companies that will take the advantage are those that offer new experiences vmworld2020 
995,vmworld2020  companies such as    and use the technological platforms of 
996,great conversation with sam woodcock of as we dig into application hosting and  combined with a great demo walkthrough of their product
997,adriano collet stands out the platform of multiple clouds and the importance of customer applications such as the basis of digital transformationhe offers unified infrastructure to promote cloud foundation services vmworld2020
998,very exciting news for the entire vmware family strong partnership for the digital innovation
999,woot woot exciting stuff
1000,business resilience technology to guarantee security in digital spaces with the support of multinube experience platforms vmworld2020 solutions that respond to the new normality andrandrioli
1001,vmworld2020  quick respond to needs adapt to changes and accelerate transformation are the guidelines that companies must follow today 
1002,present at an online event of vmworld2020
1003,andr andrioli highlights intrinsic and modern security which not only protects the user but the cloud vmworld2020
1004,is covering all the ins and outs of vmwares virtual  check out this page for the latest news videos and exclusive interviews so you dont miss a thing
1005,im not sure if it is the virtual experience or the lack of free beer and food that has given me more focus at this year
1006,vmware enables remote work through workspaces to allow home office experience adaptable to any mobile environment vmworld2020 
1007,got kubernetes questions has answers learn how and can support your business
1008,it was amazing to be able to share to all the value that our cloud customer success brings to our customers journey by teaming up with our customers we proactively engage in order to realize business outcomes
1009,
1010,edna massuda talks about the employees experience and the new work environmentalthough the user is in his house responsibility for resources is from the company and technology will facilitate his work and satisfaction vmworld2020
1011,hmm john donahoe ceo of joins jeff at  didnt i see john yesterday at 
1012,vmworld2020  of employees say that you do not need to go to the office to work   says it is the responsibility of the company that the employee has the same experience at home than in the office  https 
1013,at  ceo pat gelsinger made some bullish statements and predictions around how will displace wifi and why vmwares new partnership with will unleash ai for every enterprise
1014,breaking news from vmworld extended access to complimentary premium digital training
1015,breaking news vmware announces the intended acquisition of saltstack tom hatch amp jimmy chunga tell you all about itapple
1016,the future is unpredictable what leaders do know is that they need the tools to navigate in turbulent waters a reliable digital base for an uncertain future vmworld2020
1017, thinks its the what about you  great session sean
1018,following as usual it has ceased to be an optionthe future arrived and you have to know how to respond adapt and accelerate vmworld2020
1019,loving all the sessions of vmworld i have seen so far looking forward to more content and usefull information
1020,thanks for flashing it was really an inspirational session to attend and learn plenty
1021,being an avid reader loved the ceo book club interview by with  so often inspired by the learning journey of others shared praise for s the miracle morning
1022,did i hear someone say leader lunch thanks for sponsoring my favorite meal of the day that was awesome
1023,great job on your session be a brand not an employee i love the encouragement for team members to go beyond just their company and do public speaking
1024,vbrownbag vtechtalks at
1025,since i missed the live keynotes am i still able to participate in the challenge do recordedondemand keynotes count
1026,viewing party day2 with amp sjoerd wo twitter
1027,through this collaboration the wide set of artificial intelligence solutions available in  will be integrated into  and more information vmworld2020
1028,choosing between connectivity agility and security is not an option find everything in one place vmworld2020sign up here  
1029,our philosophy is  to have as much data as you possibly can because the diagnosis and root cause analysis is  where the magic happens thats really difficult to do and thats kind of where we excel chats with 
1030,thank you for watching it will play again at pm et
1031,the only thing better than is free vmug advantage
1032,
1033,day of rolls on if youre missing out on that inperson discussion or want to join watch parties join the orbital jigsaw discord group at we have a great track
1034,john legend concert was a very special moment completely out of time and a great reward for those previous months working with passion for
1035,looking for more  dont miss this handsonlab at 
1036,join ibm experts and guests at in a series of ondemand breakout sessions and live moderated qampa sessions the topics range from accelerating success in a hybrid world to maintaining security and compliance in the
1037,be a part of the cure rubrik is partnering with at to raise money for tour de cure were donating 10 for each attendee at our automate amp orchestrate session watch now
1038,
1039, vmworld2020 successful organizations will be the ones that change fasterorganizations must measure their ability to adapt to change in days hours or even minutes ensure vmwarevia  
1040,catch a glimpse of the updates in store for cloud director  better still join in our breakout session on with and simon genzer to keep yourself up to date
1041,vmworld2020 successful organizations will be the ones that change fasterorganizations must measure their ability to adapt to change in days hours or even minutes ensure vmwarevia  
1042,vbrownbag vtechtalks at
1043,vbrownbag vtechtalks at
1044,that discussion you just gave at is crashing your website thanks for the info
1045,gonna enjoy this one
1046,it takes a village thats for sure linda joan and many many more special shoutout to our customers and partners for helping create  and its still going join us today for more customer stories demos and learning
1047,first  then and  and now  curious read more at the link
1048,congrats to one of our advantage winners  joe upgraded his membership yesterday with the code vmworld2020 and won his next year of advantage free
1049,watching and talk about learning from scratch has me rethinking my schedule for the next few weeks time to hit for study hall
1050,in minutes a large session begins  tanzu portfolio vmworld2020
1051,if you dont want to lead in tough times you are not a leader at all pat gelsinger
1052,if you dont want to be a leader in tough times you are not a leader at all
1053,reimagining work made quick and easy imagine that
1054, join experts and guests at for a series of ondemand breakout sessions and live moderated qampampampa sessions enjoy topics from hybrid multicloud to security and compliance in the  htt
1055,project monterey at vmworld
1056,discover in only m30sec the four dimensions to software defined flexibility 
1057,missed the keynote at  no worries check out this recap of the key announcements
1058,big shoutout to and for the online education content same experience here always using the courses
1059,but you was definitively not bad i just seen your session
1060,use code vmworld2020 to upgrade your membership during and youll be entered to win arcade1up countercade 100 amazon gift card your next year of advantage free
1061,all ready for day 
1062,the team im working with is doing a lot of great stuff at this week check it out
1063,have questions about the new strategic partnership between vmworld and nvidia join this session to ask vmware and nvidia leaders questions about this gamechanging announcement
1064,the one and only
1065,during  announced a continuation of the rearchitecture started by project pacific this time focused on hardware architecture  introducing project monterey
1066,what do the announcements mean for ksa and egypt an insightful discussion with and special guests mohammed alshuwaier from saudi nic and dr mohammad adly from the egyptian cloud computing center
1067,what does vmworld2020 meanties to saudi arabia and egyptindepth discussion with and guests mohammed alshawar from the saudi national information center and dr mohammed adly from the egyptian center for cloud computing
1068, announced a number of new solutions at its event catch up on the news here
1069,enough excitement seeing john legend playing a new song at concert for vmworld attendees learning with fun
1070,other nspm vendors force you to slow down to stay secure is different see for yourself
1071,plenty to read up on and day2 is just getting started
1072,cool announcements w  ai is interesting but the smartnics is the one that really excites me check out the general session for the patjensen interview
1073,some of the novelties of vmworld2020 in a single imagethanks 
1074,join ibm experts and guests at in a series of ondemand breakout sessions and live moderated qampa sessions
1075,attending  select your fav sessionchoose from         navigate to see tanzu observability at vmworld for the full list
1076,from injecting into on aws to now supporting infrastructure here are new offerings unveiled at 
1077,remember is available from august
1078,i know it is early in the day but i need a palate cleaner after last nights tv experience tonight we get game of the finals so looking forward to this amazing matchup between the amp  now back to  more great content today
1079,indulge your need for speed attend the sessions at
1080,have questions about the new strategic partnership between vmworld and nvidia join this session to ask vmware and nvidia leaders questions about this gamechanging announcement
1081,lots of exciting things happening at
1082,all the announcements from
1083,what a great ending to day one of  an exclusive performance from the time grammy emmy oscar and tony award winning artist john legend
1084,i had appropriate foot wear for my today
1085,bam here is your onestop shop for vmworld announcements enjoy
1086,its day of the first ever totally virtual  looking forward to more fun sessions
1087,have questions about the new strategic partnership between vmworld and nvidia join this session to ask vmware and nvidia leaders questions about this gamechanging announcement
1088, join experts and guests at for a series of ondemand breakout sessions and live moderated qampampa sessions enjoy topics from hybrid multicloud to security and compliance in the 
1089,anyone doing both conferencessqlbits by day vmworld202 by night
1090,announcing project monterey redefining hybrid cloud architecture
1091,dont feed your data to your dogs check out at 
1092,did you enjoy the concert vmworld2020
1093,
1094,logged in for vdiscover in hour at  caught replay of john legend setgreat start to the daycheck out vdiscover track w amp more
1095,honoured that answered my question on the skills gap during the exec qampa use vmware it is about looking up the stack and not down get the talent or upskill to enable the business differentiators full answer later on todays blog
1096,enjoying sessions and demos almost all challenges done
1097,send a shoutout from the cloud great present send a message to show them your appreciation for helping you reach new heights
1098,you can win a tshirt or backpack vmworld2020 through 1 subscribe to polls  visit the demo area for sponsors conferences informative sessions and meeting sessions3 win the pack
1099,join dell technologies to the vmworld eventamong other things we are dealing with innovations that promote adaptation to rapidly changing data timeslearn more about digital transformation
1100,print from any device in any location to any printer watch as andrew parlette of showcases screwdrivers in this video interview
1101,to hear and talk about the importance of the vmware communitys wellbeing and mental health is great
1102,vmwares gelsinger we are now a billion dollar security business via
1103,advancing vmwares cloud automation capabilities with intent to acquire saltstack
1104,this is genuinely a great session with amp with live qampa at great to see another angle on their vision and how the community and tech come together as a force for good
1105,virtualize your with atto adapters and  atto has ready hcl approved esxi drivers check out all of our amazing solutions for virtualization
1106,took a break to watch the john legend concert at  just warms the heart to hear him thanks 
1107,great qampa session with amp sorry about the screenshot pat blog following on some of the areas discussed on this session
1108,artificial intelligence has come to vmworld check out vrealize ai in the handsonlabs
1109,join cisco at  watch empower secure remote workers exclusive ondemand session for a chance to win a yeti hopper flip soft cooler
1110,enjoying the concert at  thank you
1111,watching in his element and totally feeling the raw talent springsteen cover has me all mellow which was much needed this am 
1112,enjoyed the sessions for today some very interesting new features i have to look into now enjoying
1113,is singing exclusively for the vmworld2020from homealonestreamingand i can not help but feel even saddercursed covid19
1114,announcing project monterey redefining hybrid cloud architecture
1115,john legend playing a new song concert for vmworld attendees how cool is thisgot to love working at vmware
1116,just finished my guided workshops support for today now its time to relax listening to
1117,catching up with the concert with 
1118,at  announced its intention to acquire  is the intelligent scalable and futureproof automation that helps organizations control and better secure their  details 
1119,what is lasting change innovators from nike microsoft feeding america  iamthecode and more explore the worldchanging impact of this years extraordinary events
1120,so excited for this a great first day at interesting sessions so far
1121,vmworld mobile app  download now
1122,be sure to check out the cloud hol walkthrough to get a closer look at the uiux and vsan optimization functionality 
1123,teams with vmware to make mellanoxs chips more versatile
1124, offers what every employee needs quick access to applications and services and intrinsic security to keep them protected and insurance   vmworld2020
1125,dont miss day of  and make sure to stop by booth
1126,if you have any questions about flings come to our booth at  we are there to provide answers
1127,today is the day vmworld is live dont know where to start simply click the link to see the agenda  plan which sessions and workshops youd like to attend and which keynote speakers youd like to listen to
1128,glimpse into the future of it with and  visit the mini site for more
1129,i just learned what saltstack was yesterday and today vmware acquires them how about that
1130,great ad at vmworld2020 months free for you to protect your workloads you have any questions in your implementation let us know and we will gladly help you
1131,really looking forward to this session an honour to have some time to ask amp some questions
1132, join experts and guests at for a series of ondemand breakout sessions and live moderated qampampa sessions enjoy topics from hybrid multicloud to security and compliance in the 
1133,surfing the at become future ready prioritize your cloud initiative
1134,it was a busy day full of announcements listen to pat gelsinger how we are preparing organizations for todays multicloud world
1135,have your say and sign up for nsx design sessions  ux0036 vmware nsx federation  global networksecurity policies management vmware nsx  installation and networksecurity configuration
1136,why postpone until tomorrow what you can do nowlive catch up with what you missedfollow the vmworld2020 directly today to follow all these excitement immediately
1137,there are also interactive simulations that highlight the latest vrealize operations features vrealize ai amp true visibility suite 
1138,look at this  our lab is ranking number so far
1139,weeks of global tech events to fullthis morning is the turn of the vmworld2020 with the novelties and benefits of the cloud flexible and fundamental resource this yearyou can score for free and follow it in this link last until tomorrow
1140, and replication watch and learn with anton shelepchuk of in this video interview
1141,ibmcloud virtually join experts and guests at for a series of ondemand breakout sessions and live moderated qampa sessions enjoy topics from hybrid multicloud to security and compliance in the 
1142,hey are you participating on the discord it seems like it would be right up your alley everyone doing should check it out thank you for blessing this also thank you  for setting this up
1143,oct 30pm cet at vmworld along with my colleagues i will speaking about azure vmware solution come and join us for this session
1144,adapting to a new world telehealth with  adoptions on workspace one improve patient experiences
1145,watchin the session hcp3073 storage and availability vision its nice to see the roadmap and hearing the future for  a lot of cool stuff ahead
1146,excited for day of  lots of great announcements and partnerships yesterday today is a great opportunity to go deeper and learn more about all the great things happening at  remember vmworld is free this year sign up if you havent amp catch up
1147,want to learn how to optimize your hybrid cloud come to vmworld and take a guided handsonlab to find out
1148,it wouldnt be without the handon labs leaderboard look at those carbon black labs in the top 
1149,its that time of year again  sign up for our product design session to help us shape it better for you
1150,preparing for the press conference of vmworld2020 event with the main exponents of latin america
1151,a hidden gem get free training from via thanks to for a whole year cc
1152,amazing sunrise in tennessee today have a beautiful day  and dont miss 
1153,great st day of  nice summary of modern apps update in seconds here 
1154,soooooo how is everyone feeling this morning after day of  ready for day 
1155,perhaps one of the most important announcements during  a strategic partnership with nvidia to unleash ai for every enterprise rewatch it here short video
1156,second day of  watching the top workspace one tips and tricks and having my morning coffee
1157,we use an innovative approach in the security industry by creating security controls in the infrastructure in any application in any cloud on any device vmworld2020
1158,how do they do that project a smartnic to a bare metal server what does make sense is offloading cpu cycles and security to separate devices the datacenter of the future hcp3004
1159,virtually join experts and guests at for a series of ondemand breakout sessions and live moderated qampa sessions enjoy topics from hybrid multicloud to security and compliance in the 
1160,were you able to catch vmworld today i caught the keynote and a few sessions here is a nice summary enjoy
1161,after looking at project a little more i can relate to the fact that this is something completely mindblowing and a industry changing piece of technology cant wait to see this in action and try it out
1162,overview sessions in virtual desktop vr i watched several sessions in vr on quest and must say its a positive way to view
1163,project monterey is being introduced right now by at  very nice stuff
1164,big change in hardware abstractionvirtualisation here with project monterey and smartnics
1165,vmware project monterey looks amazing taking core vcf services onto a smartnic by running esxi on the smartnic
1166,cloudhealth secure state has announced new capabilities to combat multicloud security amp compliance risks
1167,want to learn more about network insight  check out these sessions and resources including s cookbook
1168,the datacenter of the future  project monerey
1169,deep dive into vrealize network insight it doesnt matter if you are on the networking team infrastructure team application team or the cloud team
1170,watching do you have some examples of applications benefiting from sub numa clustering enabled cc
1171,how many ads we have had in a single daylets go for more vmworld2020
1172,delivered
1173,announcement summary
1174,have questions about the new strategic partnership between vmworld and nvidia join this session to ask vmware and nvidia leaders questions about this gamechanging announcement
