Tweet Id,Text
2170,@PGelsinger on stage at the partner session #VMworld2019 #MakeYourMark @SCC_Info @vExpert https://t.co/sR4RMAJNY1
2171,@PGelsinger I have seen tons of people tweet about their travels to Barcelona.  It's going to be the best one yet! 😍 #VMworld2019
2172,"Introducing the NEW #VMworld2019 official certification badges 😍🎖🎓
Want to collect yours? Head to the Education and Certification Lounge! https://t.co/ctGAVoXliL"
2173,#Partners are critical to VMware’s success! Pat Gelsinger on stage at #VMworld2019 partner forum! https://t.co/1QArEPEFPd
2174,#VMworld2019 General Partner Session with @PGelsinger ... impressive story line of Porters &amp; Guide to our customers @DellTech #iwork4Dell https://t.co/xkh0ZoeWkJ
2175,"Los taxistas de Barcelona estamos preparados para cualquier evento, tenemos varios kilómetros #CarrilbusTaxi #MejorenTaxi  pedir siempre ticket de impresor, por si se dejan algún #Objetosperdidos @AMBtaxi @Fira_Barcelona 
#VMworld2019 #VMworldEurope  #VMworld https://t.co/gOYz0r518d"
2176,"Partner General Session at @VMworld @VMware.
#VMworld #VMworldEurope #VMworld2019 https://t.co/BYst9KQRtA"
2177,#VMworld2019 it's beginning with our partners !! https://t.co/j8BMl0QLpu
2178,General session #VMworld2019 https://t.co/kPxoFAo1Q7
2179,The closest i will get to being a #F1 driver with @IBMcloud at #VMworld2019 @redbullracing https://t.co/HrbjtH2LzN
2180,"Let the General Partner Forum begin @VMworld. Go @PerezITQ , rock that stage.

#VMworld #VMworldEurope #VMworld2019 #ITQlife https://t.co/5HWHxESfhg"
2181,"#VMworld2019 Partner General Session ready to start ! 
@VMware_Fr @VMware #MakeYourMark https://t.co/jiKQgA38NI"
2182,@techdata premier sponsors en #VMworld2019 https://t.co/AAHnPT9XtS
2183,#vmworld2019 #barcelona @ Fira Barcelona Gran Vía https://t.co/9qGgNBkegT
2184,Partner Forum General Session about to start #VMworld2019 @BCriticalonIT @brtlvrs @jan_smits1309 https://t.co/oRPUNdFFLF
2185,La #ScalaDreamTeam à l’incontournable #VMware #VMworld2019 @GroupeScala @jpmichel13 @florian_casse @benico13 @LouinelOriental @clem1904 @2_lkc pour le Partner Forum General Session #VMUGFR #MarseilleItFun #ParisItFun #AmiensItFun #LyonItFun  @BouchetSeb 💪🏻🙅🏼‍♂️#XForce https://t.co/NIvWyVDqkv
2186,"#Ready for the partner forum general session on @VMworld 
with @GoldieSoul, @toby_wittig and @virBeaver 
#VMware #VMworld2019 
@AxiansDE https://t.co/BKx9lVnAgM"
2187,"✅ Entre hoy y hasta el 7 de noviembre tiene lugar en Barcelona el VMworld Europe 2019. ¡Un evento líder en tecnología de virtualización y la nube! #VMWorld2019 #TIC #virtualización #cloud @VMworld 📌👇
https://t.co/R1E4g1HIww https://t.co/DKQ1CtoGn2"
2188,Partner Forum is starting soon at VMworld 2019 Europe. #VMware #VMworld #VMworld2019 #VMworldEurope https://t.co/buhBMNPNtZ
2189,"Curious how to create, manage, snapshot, restore and delete @VMware #vSphere VMs using @RedHat @ansible? This tutorial will get you started. ➡ https://t.co/lgKR9B41Kc #VMworld #VMworld2019 #HPERedHat #MSIgnite https://t.co/9SjHA99BkD"
2190,Enjoying to be at #VMworld2019 again this year! @DellEMCProtect https://t.co/VDpsbVQnVt
2191,"""In Africa, access to the tools required to compete favourably in today's economy is almost nonexistent"" - @Dejify at the #VirtualizeAfrica session.
#ITacademy #VMware #VMworldEurope #VMworld2019 #vnsync #MakeYourMark #VMmagic https://t.co/o1ZRdKEibv"
2192,Looking forward to the partner keynote of #vmworld now! #vmworld2019 https://t.co/3d2m7uHypj
2193,"Join @feyue presenting Auto-Pilot [ON]: Deploy and Scale Apps Dynamically within vRO and Kubernetes on November 5 at 1:50pm 

#VMworld2019 #VMworld #KempTech #KempAX https://t.co/UyRqixFlHZ"
2194,Nice story of a UK customer embracing cloud to transform. #VMworld2019 #VMwareCIOsummit https://t.co/ryYb9OIZ2s
2195,"⁦@DuncanYB⁩ ⁦@FrankDenneman⁩  #VMworld2019   ⁦⁦@VMworld⁩  
First day in VMworld Barcelona With Duncan &amp; Frank https://t.co/BM3Onf19um"
2196,".@Liquidware Ups the Stakes in Enterprise-Grade User Experience Monitoring, Visibility and Diagnostics. The latest version of #StratusphereUX will be showcased during #VMworld Europe in booth E127. Swing by for a demo! #VMworld2019  https://t.co/Hq6zUioRBk"
2197,"Barcelona ✅ acquired
Badge ✅ acquired
Booth ✅ acquired

But best of all:
Coffee ✅ acquired

All @solarwinds #VMworld2019 systems are GO! https://t.co/ltBUPfYuIV"
2198,Building knowledge at #VMworld2019 https://t.co/Tz9r4R2jFA
2199,"A session I'm so passionate about! The @VMwitacademy IT Academy and the Virtualize Africa session talks about engendering skills and generating job opportunities on the continent.
#VMware #VMworldEurope #VMworld2019 #vnsync #MakeYourMark #VMmagic #virtualizeafrica https://t.co/1ZR8zGdCZ6"
2200,Our own @storagebuff talked to @vmblog (thanks!) about what we are doing at @vmworld. Come see us to hear more and check out demos. #vmworld #vmworld2019 #NVme #NVMeoF https://t.co/QlQaHeYJl7
2201,"Mañana viaje exprés  al #VMworld2019 , con ganas de ver novedades y sobretodo punto de reunión de mucha gente conocida!! @VMwarevSphere"
2202,"Let's talk about the future of cloud computing, EUC and more...
#VMworld2019 #VMware #VMworldEurope https://t.co/zZnR1REW0f"
2203,"Even though I won't be there in person, I will be live tweeting and answering your questions during the session - BCA1181BE ""Monitor All the Things"" so join @davidoverbeek @VMSpot and @ImNotoriousBDG in Hall 8.0 Room 8 and me online #VMworldEurope #VMworld2019 #AppAwareOperations https://t.co/KLt0hSvcIO"
2204,Three lads from public germany team. #VMworldEurope #VMworld2019 #iwork4Dell https://t.co/Ykv5MXrZmN
2205,"All work and no play: @VMware makes games available for downtime while staying plugged in. #VMplay
#VMware #VMworldEurope #VMworld2019 #vnsync #MakeYourMark #VMmagic https://t.co/YxHst1sHOo"
2206,"Seems tha Digital Transformation has grown up!
Welcome to #VMworld2019, welcome to #Barcelona https://t.co/Gi3nrT5IPi"
2207,"Otro años más compartiendo el #VMworld con los mejores. Echaremos de menos a los que no han podido asistir.

#VMworld2019 
#vExpert 
#VMwarePorvExperts https://t.co/ti7RvXajUS"
2208,Getting ready to setup for #VMworld2019. Come by booth B608 for more info on #datacore #datacoreuk #sds #hci https://t.co/lYcRJi1ISq
2209,#VMworld2019 go!!!! https://t.co/1w8dJTTMQd
2210,"Hands-on Labs at VMworld 👌
#VMworld #VMworldHOL #VMworldEurope #VMworld2019 https://t.co/OVMh7qrHDw"
2211,"Check out our new website: https://t.co/6VUCpPiKrQ. Right on the homepage, it talks about all of the verticals we have customers in; definitely a good conversation starter. Talk to us in person if you are at @vmworld. We are at both G209. #VMworldEurope #VMworld2019 #storage"
2212,Those of us who aren’t stage savvy ... really enjoyed the 1on1s following the session #vmwarehcx #vmwarevcf workshop #Survivor at #VMworld2019 https://t.co/EYqfqVck9Y
2213,"So 1/3 of my work friends are at #vmworld2019 and/or #GartnerSYM, 1/3 at #MSIgnite2019 and 1/3 working? :) #madeupstats"
2214,"Learning a ton in this session, glad I waited to queued to get in #VMworld2019 #IworkforDell https://t.co/CE1nA264SE"
2215,Do NOT leave Barcelona without this awesome t-shirt! #vmworld #vmworldHOL #vmworld2019 https://t.co/OjXY1Yc0Hz
2216,Read the latest @VMblog Expert Interview with Walter Hinton of @PavilionData as we talk about #NVMe Over Fabrics and Hyperparallel Flash Array and how it operates with #VMware. The technology will be showcased at #VMworld Europe. #VMworld2019  https://t.co/HnNwcQJ2Xe https://t.co/VH0pEbzM7P
2217,"Today is vmworld, VMware's annual European conference. Representing us is @rachelonamusi @vn_sync
#VMworld
#VMware
#VMworld2019
#MakeYourMark
#vnsync https://t.co/fBJNq3PKHD"
2218,"#VMWare memory management is a very important topic to understand to run your virtual environment efficiently, My blog takes you through all the memory management techniques. Hope you enjoy reading it https://t.co/2rzfTxF8T9  @VMWorld #vSpehre  #vexpert #vmtn #vmworld2019  #share"
2219,"There is not 5, not 4, not 3, not 2 but one right public cloud for vmware solutions : IBM Cloud - Come and see us Booth D403 #VMworld #vmworld2019 #ibmcloud #ibmpartners https://t.co/UzbMaIH71u"
2220,#VMworld2019 #VMworldEurope https://t.co/z8vXscm7Pb
2221,Setting up our @vmworld booth in Barcelona. Stop by to see demos and talk to us when the show floor opens. We just announced our #VMwareready status: https://t.co/x38snprvWx. Built for #NVMe and #NVMeoF. #VMworld2019 #datastorage #innovation https://t.co/ijP10GPePi
2222,We’re making our mark 😀 @brtlvrs @BCriticalonIT #VMworld2019 https://t.co/jhaxYXpYOT
2223,It’s happening ! VMworld started and booths are being prepared 😁. Find me on the #VMware #Booth tomorrow. #VMworld2019 #HCI #VxRail #VMC #VMConDell https://t.co/UTmIl7RhrS
2224,"The Listening Post is VMware's place to capture the voice of partners and customers to drive business decisions and priorities. This means that solutions and products with customer needs in mind.

#VMwareListens
#VMware
#VMworld2019
#vnsync https://t.co/C74LrOVczL"
2225,Really enjoyed speaking to our VCI community today. Fantastic discussions with extremely passionate people. #VMworld2019 https://t.co/BjVUciACR7
2226,#VMworld #VMworld2019 💪💪💪💪 https://t.co/APy0yqYGpd
2227,#makeyourmark #VMworld2019 @concatAG https://t.co/vd9rlAm49g
2228,"Here, here! I’m on the show floor. No-compromise storage. @VMware ready. Check it out at @PavilionData booth G209, because it’s awesome (and because I worked hard on that press release that went out today)! Built for #NVMe and #NVMeoF. #datastorage #VMworld2019 #vmware https://t.co/qzYRSS8Xhw"
2229,"Great news @Liz_Storage 
#VMworld2019 
#IBM https://t.co/xVouSA0hZq"
2230,The B-Critical team @BCriticalonIT is attending #VMworld2019 in #Barcelona. @brtlvrs @jan_smits1309 Follow or blog on https://t.co/kKOZ3aCuyw
2231,De visita en el #VMworld2019 https://t.co/nfk0sKduwt
2232,Almost complete. Looking fwd to welcome you at #VMworld2019 in Barcelona #HitachiVM https://t.co/gOIdYcbc4O
2233,#VMworld2019 #Vodafone #Champions #DC https://t.co/wikqJscvKR
2234,"Attending #VMworld2019 and need to go 0-60 on Horizon 7 DaaS on VMware Cloud #VMWonAWS? Reserve your spot for the session #HBI2642BE being presented by @VishKalsi1 and @tjvatsa on Tue., 05 November | 17:00 - 18:00 | Hall 8.0, Room 8. @vmwocto @vmwarehorizon #HybridCloud"
2235,Setting up my @HitachiVantara booth P311 at #VMworld2019 and am SUPER excited for you to see our incredible demos &amp; solutions this week!! #HitachiVM19 #GetYourRedOn #Proud #EventManagement #LoveMyJob #lifeathitachivantara https://t.co/FiVh9msxps
2236,"The Listening Post is VMware's place to capture the voice of partners and customers to drive business decisions and priorities. This means that solutions and products with customer needs in mind.
#VMwareListens
#VMware #VMworldEurope #VMworld2019 #vnsync #MakeYourMark https://t.co/BF36KTCsfN"
2237,@KeithRichardLee @VMworld @cloudnativeapps @Codydearkland @boskey @VMware @vmwopensource @kubernetesio @vmwarevsan @vmwarensx @VMwarevSphere come over and give me a hand again.  I'm stuck ;) #VMworld2019
2238,#VMworld #vmworld2019 opening doors #barcelona and @MedialineAG team &amp; customers checkin in. https://t.co/H0q2vp57Wy
2239,Another #VMworld2019 begins meeting up with clients and old friends. Let the games begin @Neil1Taylor @MattMasiJ https://t.co/eexFA1Zmw2
2240,"Si no habéis podido venir y no queréis perderos las sesiones generales del #VMware , puedes seguirlas de forma online en el siguiente enlace 👇👉

https://t.co/Try8JJHmlc

#VMworld2019"
2241,"Do you want to demystify Hybrid Cloud DaaS Design with Horizon7 on VMware Cloud #VMWonAWS @vmwarecloudaws? Look no further! Sign up for the session #HBI2642BE hosted by @VishKalsi1 and @tjvatsa at #VMworld2019 on Tue., 05 November | 17:00 - 18:00 | Hall 8.0, Room 8"
2242,Team @ibm ready for the #vmworld briefing at D403 booth just at the entrance of the solutions exchange #VMworld2019 #ibmpartners #ibmcloud https://t.co/JSvZPBnMS8
2243,Sumergiéndome en el mundo VMware. #VMworld2019 #VMware @VMworld https://t.co/HmzTJSwVIH
2244,"Believe it or not, #ibm have the #RedBull Racing car at #VMworld2019 here in Barcelona at #fira booth D403 https://t.co/RAorxFxlcK"
2245,Off the plane just before 2 for #VMworld2019 and 1st customer meeting at 3! Just checked in @ meeting centre 🤩 🚀
2246,Make sure to pick up the #vcdx swag at the education lounge #VMworld2019 https://t.co/sbWBcaZst8
2247,"Yes, we’re here! #VMwareChampions  #VMworld2019 with @Sjoerdvdn @ACA_IT_NL https://t.co/hGjW1P6Icm"
2248,"limited #vBeards 2019 Poloshirts will give away after the ""Group Picture"" let's have fun Wednesday 16:00 (04:00pm) at the #VMwarecode Theater #Vmwarecommunity #vbrownbag 
 #Movember #vBeard @VMworld @vBeards2018 #VMworld2019 #vBeardsRock #vBeardsRockBCN
 https://t.co/svjbJE7bMY https://t.co/mAlH72HFDv"
2249,Two of my favorite books :-). Pick up while supplies last at the #VMworld bookstore. #VMworld2019 #NSX #VMWonAWS @vmwarensx @vmwarecloudaws @VMworld https://t.co/j6NpV1Kqkw
2250,#VMworld2019 watching @pmcsharry nail his session. 👍🏻 https://t.co/2A6Uh6C5X3
2251,Just received a note from a friend who was already looking for me at #VMworld2019 in Barcelona. Good to know someone can’t wait to see you... #truefriend . nice work btw #MarketingTeam @Liquidware https://t.co/HXC2RERA0R
2252,Esta semana podréis encontrarnos junto con NAKIVO en el #VMworld2019 https://t.co/tNLo0Ee49G
2253,#VMC integration with native AWS services #VMworld2019 https://t.co/owaHONL8l9
2254,#VMworld2019 not quite sure what the pink A represents @VMworld ? https://t.co/UxvK1shdsD
2255,Very interesting worshop session about Kubernetes on VMware with @MorganRP95 @Codydearkland and @boskey @SCC_Info @vExpert #VMworld2019 #Kubernetes #MakeYourMark https://t.co/XPqTrwh9ls
2256,"Blockchain books at @VMworld 

Hoping to see something about https://t.co/rTjRx3hWyY this week! 

#VMworld #VMworld2019 #VMworldEurope #Barcelona #VET #BTC #Blockchain #AWS https://t.co/sOsmIQTv0T"
2257,".@Zerto talking about IT Resilience and complete #dataprotection at #VMworld. Watch and learn about converged #backup, #DR and #cloud mobility. #VMware #VMworld2019 https://t.co/ZXws9pHgLl"
2258,"Watch this #VMworld interview with @ThinPrint. Easy printing for #WVD and virtual desktops, and use @ezeep for #Azure. #VMworld2019
https://t.co/hpkrQ4pxoF"
2259,#VMworld2019 EU is starting! NAKIVO's team is happy to welcome you to this grand event. Come find us at booth B619! We have many things we're eager to show you! #backup #recovery https://t.co/g0yIfSZIXx
2260,"Touched down, checked in and ready to make our mark at #VMworld2019 #xtravirt #VMware https://t.co/irMosgQ14s"
2261,"Innovation for partners and customers. The #VMware Assessment Lounge offers repeatable, structured, environment for assessing what VMware products can help achieve business goals.
#VMworldEurope #VMworld2019 #vnsync #MakeYourMark https://t.co/9nD86wemgx"
2262,"Almost ready 4 tomorrow
#VMworld2019 #VMworldEurope https://t.co/3JCTHcfGAP"
2263,"Rachel Onamusi @rachelonamusi of @vnsync representing #Nigeria at the @VMware's European Conference, #vmworld 2019, commencing today in Barcelona.

#VMworldEurope #VMworld2019 
#MakeYourMark https://t.co/h3boXgmG19"
2264,"Omw together with @BerryHaveman , @GeorgeWSwain and @PepB16 to #VMworld2019. If you happen to be at #VMworldEurope this year, pass by our booth #E127 for a nice Wireless Phone charger or a cool #YouBetterCallLiquidware T-Shirt. https://t.co/WLlw5xBmxq"
2265,@VMworld I am!  #VMworld2019 #VMworldEurope #MakeYourMark
2266,"Nuestros compañeros de Servicios IT han asistido hoy al  #meetup de @MyVMUG y @vmugbcn en Barcelona sobre #Kubernetes con una demo de K8s en #PrivateCloud👏💻

Gracias por invitarnos, nos encantan vuestros eventos 
@OVHcloud_ES #OVHCloud #VMworld2019 😍🥳 https://t.co/0gbX2Da3rr"
2267,#VMworld2019 with #Computacenter https://t.co/CTxbrSeoTB
2268,Another year in #VMworld2019 . Running #Kubernetes on #VMware . Come on come on ... https://t.co/OgM3JEZXQZ
2269,"Super excited to present at tonight’s VMworld Customer Welcome Reception.

#VMworld #VMworld2019 #VMworldEurope #CIO https://t.co/LMqqY1TcHz"
2270,Perfect timing for #VMworld #VMworld2019 #VMworldEurope as #IBMStorage has big news to share and so much for #AI #BigData #IBMStorageForAI #WorldsFastestFileStorage #ESS3000 #1RankedObjectStorage #VMWare #DataProtection for #Containers #OpenShift  https://t.co/Bh0CQxcXxp
2271,Neural Network Nomenclature #VMworld2019 #Barcelona #ArtificialIntelligence #DellTech https://t.co/O2JlriFWsc
2272,Check-in at #VMworld #VMworldEurope #VMworld2019 https://t.co/canc3QDxHb
2273,"Just met @jensklasen - the guy for everything @vbeards2018 ! Picture is Wednesday, location to be announced cc @jcefidel @othertimdavis #VMworld #VMworldEurope #VMworld2019 https://t.co/nDx1PYsAaZ"
2274,"Session : Run #Kubernetes on #VMware #workshop with @boskey &amp; @codydearkland 
———
@peresmike @SCC_Info #sccfrance 
#VMworld2019 #barcelone #europe https://t.co/47UuOlv2Ul"
2275,Also this year @PrjCommunity and @PersonalDataSRL are present on tour at #VMworld2019. @Alesstobbia @mazzucconi @GIULIANOTONOLLI @Fabio8280 Marco Conti Valerio Carbonara https://t.co/le8PwQovIR
2276,"¡Ya estamos aquí! 👏

En el evento del año de @VMware que empieza hoy en Barcelona para saber más sobre cómo pasar a la nueva generación de tecnología #Cloud

#VMworldEurope #VMworld2019 https://t.co/IF99oSh3mO"
2277,"Joining @Codydearkland and Boskey Salva for a ""Run #Kubernetes on @VMware"" session #KUB2073WUR #VMworldEurope #VMworld2019 #VMworld #vCommunity #vExpert"
2278,Carbon neutral CIO Forum as part of #VMworld2019 #VMwareCIOForum
2279,A VMware pro tip: you can leave your bags/luggage and coat at the registration for free #VMworldEurope #VMworld #VMworld2019 #VMwareChampion https://t.co/sQ0T7Tplkb
2280,"We are everywhere 🖖🧔🧔 #vBeardsRockBCN 

 #Movember  @VMworld2019EMEA #vBeards #vBeard @VMworld @vBeards2018 #VMworld2019 #vBeardsRock 
 https://t.co/svjbJE7bMY https://t.co/8Uu22LkZJQ"
2281,Nice warm weather at #VMworld2019 #VMworldEurope with @DCHQ
2282,"Let's see how #VMware is embracing the #k8s game
#VMworld2019 
#metanext https://t.co/JEwImsVvNM"
2283,4 hours workshop @vmwarevcf #cloudfoundation #vmworld3word #VMworld2019 #VMworld https://t.co/3YrZhonk1F
2284,Operating the ultimate hybrid cloud 👍 #VMworldEurope #VMworld2019 https://t.co/Rek6KymCNK
2285,Ready to attend #VMworld2019 ! @VMware_Fr @VMware https://t.co/4Faso4v84b
2286,Impressive setup @VMworld Europe Let’s meet #ibmcloud at the solutions center booth D403 #vmworld #VMworld2019 #ibmpartners https://t.co/Ul3oCsFq1v
2287,"#VMwareCloud on #AWS
Session from Test Drive to Full Speed
#AlwaysBeLearning #vmworld2019 https://t.co/WFyXo6Mk88"
2288,"Check out what my focus for #VMworld2019 is in my super short video below. 

#VMworld #vExpert #EndUserComputing #Security https://t.co/bBYojtZ39c"
2289,Second half of my journey to reach Barcellona and #vmworld2019 start right now from Munich Airport. https://t.co/eTwebZTSNJ
2290,"Here are my thoughts prior to the beginning of VMworld 2019 in Barcelona. 

#vmworld #vmworld2019 #vexpert #vmug https://t.co/IYNFNxRHVP"
2291,First workshop and a lot of gifts ;) “Run Kubernetes on vSphere” #VMworld2019 https://t.co/JbXlMzzi9L
2292,Four hours long workshop 😉 #vmworld #VMworld2019 #Kubernetes https://t.co/DmdUqSdWEq
2293,@VMware #VMworldEurope #VMworld2019 https://t.co/Bl7hxnpTJi
2294,Join me at the VCP-DCV Exam Prep session in Hall 8.0 at VMworld2019 Barcelona! #VMworldEurope #VMworld2019
2295,Comenzamos!!!.#VMworld2019 https://t.co/OB5enjMfKD
2296,#VMworld #MakeYourMark #VMworld2019
2297,"At #VMworld2019? Learn more about the upcoming Oracle Cloud VMware Solution by attending #HBI5204BES session, presented by @FaisalHasan80 and Scott Macy."
2298,"Are you visiting #VMWorld2019? Don’t miss out on the exclusive session by HCL experts on standard methodology to assess, build, operationalize, and enable customers’ digitized journey. Register now: https://t.co/oU8LQimaem #VMWorld2019 https://t.co/DfhGatjD8z"
2299,"Yes, we’re in! #vmworld2019 #barcelona #getsitdone @Bart_Govers @daanvdsanden https://t.co/Fghmzcgmwu"
2300,#VMworld2019 #VMworld partner day underway. #vExpert https://t.co/cFQA6FL6Ue
2301,"Attending VMworld 2019 this week? 🙋‍♂️🙋‍♀️ 

Come and chat to the Comms-care team! Reach out to us via the VMware attendee chat on the VMware app.

#VMworld2019 #MakeYourMark https://t.co/y61GusZDVz"
2302,It's amazing the atmosphere you can see at #VMworld  #vmworld3word  #VMworld2019
2303,Standing room only at the #Kubernetes expert roundtable at #VMworld2019 #VMworldEurope  #pks #tanzu @cloudnativeapps https://t.co/Apw5kyR1CS
2304,First step of my #VMworld2019 path complete. I've just renewed my #vmware #vcp-dcv certification and I've obtained the new one. #VCP-DCV2019
2305,The Logicalis_IRE team taking in the impressive Hands-on-Labs #VMworld Command Centre Wall at #VMworld2019 - 15 screens showcasing the tools and software the #VMware team use to monitor and manage their lab environment. https://t.co/3IAhzus38X
2306,Come and talk te me and my colleagues at booth S518 tomorrow at #VMworld2019 https://t.co/wPkgE5DqLO
2307,Amazing time at #VMworld2019 https://t.co/ipg6c3GJuA
2308,Going to #VMworldEurope this week?  Come and find out about our new File and Object storage SDS platform on stand B608. #sds #hci #datacore #datacoreuk #VMworld2019 #VMworld
2309,We're delighted to be at #VMworld2019 in Barcelona! The Racker team is here speaking to attendees about what makes us the Leading Global MSP for VMware Cloud on AWS. Find out what we have in store: https://t.co/fH53p0PKwp https://t.co/ScctL7oEuE
2310,#VMWorld2019 shuttle bus https://t.co/RJo9jqvmbB
2311,#VMworld2019 #NSXT #VMwareOdyssey https://t.co/0yfNTseLf3
2312,We are here😁 #VMworld2019 #VMworldEurope #alwayslearning #lovingit #VMworld https://t.co/TXokfutwit
2313,Here for #VMworld2019 ... Let's go!!
2314,It was great discussio with Alan Barber VP WW #VMware TAM Program  with Abdulaziz Bin Aqeel Saudi TAM during VMworld TAM Day at Barcelona @AzizAqeelVM #VMworld2019 https://t.co/dtEdBktk3A
2315,"@rachelonamusi representing @vnsync at the VMware's annual European conference which commence today.

#VMworld
#VMware
#VMworld2019
#vnsync https://t.co/PHIXgOTqZS"
2316,@GrupoVersia en la #VMworld2019 https://t.co/vvLUYSAU2N
2317,Let‘s start #VMworld2019 https://t.co/QXjwvdob2E
2318,Practice makes perfect... gen session rehearsals with ⁦@ShikhaMittal14⁩ ⁦@ray_ofarrell⁩ #VMworld2019 https://t.co/t4SyvaGlUX
2319,#VMworld2019 https://t.co/wZhc8bzACq
2320,Trying to get @scholar_uk tweet onto the #VMworld tweet board #VMworld #VMworld2019 #makeyourmark https://t.co/XHveXxzNwi
2321,"Make your mark, the future of cloud is here.

VMware's annual European conference begins today.
 
#VMworld
#VMware
#VMworld2019
#MakeYourMark
#vnsync
@rachelonamusi https://t.co/c0PzSjAp8P"
2322,@emad_younis is handing out Cloud Legos right outside the Alumni booth.   Head over and grab yours before they're all gone!! #vmworld2019 #vmware #1percustomer https://t.co/v8iuwI5n0v
2323,Mobinergy landet heute in Barcelona auf die VMworld. Kommt und besucht uns auf Stand NI3 um über die Zero Touch Zero Trust Strategie zu erfahren und Ihren digitalen Arbeitsplatz zu verwandeln. #vmworld2019 #mobinergy #exodus https://t.co/sSegUTFFR4
2324,"VMware's annual European conference begins today.
 
#VMworld
#VMware
#VMworld2019
#MakeYourMark
#vnsync
@rachelonamusi https://t.co/D4NhWiLETg"
2325,@vmware #VMworld2019 https://t.co/cei9YezvU7
2326,#VMworld2019 badge with pic - awesome! @solarwinds is here. https://t.co/rmNy1rEQJr
2327,On my way to #VMworld2019
2328,"And so it begins. @VMworld Europe starts its annual conference. Looking forward to exciting sessions and new opportunities for networking and doing some good!
#VMworld #VMware #VMworld2019 #MakeYourMark https://t.co/K78JiAfYbz"
2329,#VMworld2019 and so it begins!! https://t.co/ACDXbd0Wdc
2330,"#vmworld2019 #geekout #photooftheday #VMware #Barcelona
#AlwaysBeLearning

Great to be working with 
HTG - VMware Virtualization &amp; Cloud Infrastructure Solutions

Attending with
Graham Wight, @HTGUK, Martin Shuter https://t.co/5ZjKzwqlkw"
2331,Attending #VMworld2019! Let's have fun! #VMware #Italtel https://t.co/vctbbz3ldW
2332,Catch up with colleague and former colleague #vmworld #vmworld2019 /cc @Ronald_DJ_PQR @Dimitri_d_Swart https://t.co/0tae8BEcxk
2333,"I got the goodz 😁🙌

#VMworld2019 #ITQlife https://t.co/oVNr4BGb6U"
2334,@emad_younis @emad_younis where are you? 😉#VMworld2019 #coolgadgets
2335,Welcome to #Barcelona #VMworld2019 https://t.co/b3ZDP8zaxP
2336,"And here we have the 4th event of the year @vmugbcn with successful attendance. The truth is that #VMworld2019 helps 😜. Thanks to @OVHcloud, @CormacJHogan and @scott_lowe for their great presentations around #Kubernetes! #vCommunity https://t.co/aJRJ0OMTzW"
2337,The @Logicalis_IRE team taking in the impressive Hands-on-Labs #VMworld Command Centre Wall at #VMworld2019 - 15 screens showcasing the tools and software the #VMware team use to monitor and manage their lab environment. https://t.co/xSt6LQaQGb
2338,"Next up @scott_lowe presenting a tips on how to help folks be successful with Kubernetes!

#VMworld2019 #VMworldEurope 
@vmugbcn https://t.co/Supjtvhwub"
2339,"Day1 @VMworld 
@AxiansDE with @GoldieSoul and @toby_wittig 
#Axians #VMware #VMworld2019 https://t.co/7OMGTC6fWm"
2340,Good luck Rouan @rohugo. Enjoy every moment at #VMworld2019 @VMwareHOL. #LiveYourDream https://t.co/G1oRNcB5q5
2341,Heading to #VMworld2019 @DavidShyuNYC https://t.co/hrz9TXL5W0
2342,"VmWorld kicks off today and we've been helping our client, Avi Networks get kitted out for the event ? Check out the t-shirts we designed and printed, just one example of the merchandise and collateral we created for the event #VMworld #VMworld2019 #event #branding #merchandise https://t.co/xvDGHOnEcS"
2343,Just arrived to Barcelona to attend to my 11th #VMworld #VMworld2019
2344,"limited stickers are available 🧔🧔🧔🧔 watch out for the #vBeards Ambassadors!

#Movember  #VMworld2019EMEA #vBeards #vBeard @VMworld @vBeards2018 #VMworld2019 #vBeardsRock #vBeardsRockBCN
Limited Poloshirts give away on Wednesday - place TBA -  https://t.co/svjbJE7bMY https://t.co/SXFmXltE47"
2345,Where we all want to live #cloudcity #VMworld2019 https://t.co/O6zBclIpOW
2346,"Most exiting moment of the year, Welcome all #vmware customers and partners to #vmworld2019 #barcelona https://t.co/pXiC7RNMyT"
2347,.@vsantester getting the @WhatAintInside booth setup with a 2-node @vmwarevsan cluster in a super small form factor. And the FF will keep getting smaller over time. This rig has over 4TB usable! #VMworld2019 #ARM https://t.co/0b1W1lvZ26
2348,The HCI Team is Gathering #VMworld2019 https://t.co/ZBOiJbMPPR
2349,Getting ready for #VMworld #VMworld2019 https://t.co/OwwczjMLrd
2350,".@CodyHosterman goes into detail on what vVols are, why they exist and the problems they solve. 
⏰: 5/11, 12:30 PM - 1:30 PM
📍: Fira Barcelona Gran Via
➡️ https://t.co/1AtJ0m7LUs
#VMworld2019 https://t.co/k0a3MVHSHz"
2351,"VMware world is about to start, who else is excited about it? #VMworldEurope #VMworld #VMworld2019 #VMwareChampion https://t.co/Zgs7neGSOl"
2352,https://t.co/C59x5UiHoE @ VMworld #VMworld2019 https://t.co/OvVB7ePiRg
2353,"#metrobarcelona #vmworld2019 @ Plaça d'Espanya, Barcelona https://t.co/Ty7YEa7AHp"
2354,"Happening now at #vmworld2019, Cloud provider TAB #VCPP. https://t.co/ZvCkEypo1o"
2355,"The week begins with #vcpp Technical Advisory Board, we welcome over 90 Providers #vmworld2019 https://t.co/vw3i8fh6Ig"
